series_id                     	year	period	       value	footnote_codes
PCU484---484---               	2003	M12	       100.0	
PCU484---484---               	2004	M01	       100.4	
PCU484---484---               	2004	M02	       101.1	
PCU484---484---               	2004	M03	       101.3	
PCU484---484---               	2004	M04	       101.6	
PCU484---484---               	2004	M05	       102.3	
PCU484---484---               	2004	M06	       103.0	
PCU484---484---               	2004	M07	       103.4	
PCU484---484---               	2004	M08	       103.7	
PCU484---484---               	2004	M09	       104.5	
PCU484---484---               	2004	M10	       105.0	
PCU484---484---               	2004	M11	       105.6	
PCU484---484---               	2004	M12	       105.5	
PCU484---484---               	2004	M13	       103.1	
PCU484---484---               	2005	M01	       106.0	
PCU484---484---               	2005	M02	       106.1	
PCU484---484---               	2005	M03	       106.9	
PCU484---484---               	2005	M04	       107.6	
PCU484---484---               	2005	M05	       108.1	
PCU484---484---               	2005	M06	       108.7	
PCU484---484---               	2005	M07	       109.1	
PCU484---484---               	2005	M08	       109.4	
PCU484---484---               	2005	M09	       110.7	
PCU484---484---               	2005	M10	       112.1	
PCU484---484---               	2005	M11	       111.9	
PCU484---484---               	2005	M12	       111.2	
PCU484---484---               	2005	M13	       109.0	
PCU484---484---               	2006	M01	       111.3	
PCU484---484---               	2006	M02	       111.2	
PCU484---484---               	2006	M03	       111.7	
PCU484---484---               	2006	M04	       112.3	
PCU484---484---               	2006	M05	       113.5	
PCU484---484---               	2006	M06	       113.8	
PCU484---484---               	2006	M07	       114.0	
PCU484---484---               	2006	M08	       114.7	
PCU484---484---               	2006	M09	       114.6	
PCU484---484---               	2006	M10	       113.8	
PCU484---484---               	2006	M11	       113.5	
PCU484---484---               	2006	M12	       113.5	
PCU484---484---               	2006	M13	       113.2	
PCU484---484---               	2007	M01	       113.8	
PCU484---484---               	2007	M02	       113.5	
PCU484---484---               	2007	M03	       114.0	
PCU484---484---               	2007	M04	       115.0	
PCU484---484---               	2007	M05	       115.4	
PCU484---484---               	2007	M06	       115.5	
PCU484---484---               	2007	M07	       115.3	
PCU484---484---               	2007	M08	       115.5	
PCU484---484---               	2007	M09	       115.5	
PCU484---484---               	2007	M10	       116.1	
PCU484---484---               	2007	M11	       117.1	
PCU484---484---               	2007	M12	       117.8	
PCU484---484---               	2007	M13	       115.4	
PCU484---484---               	2008	M01	       119.0	
PCU484---484---               	2008	M02	       119.3	
PCU484---484---               	2008	M03	       121.0	
PCU484---484---               	2008	M04	       122.4	
PCU484---484---               	2008	M05	       124.5	
PCU484---484---               	2008	M06	       126.6	
PCU484---484---               	2008	M07	       127.1	
PCU484---484---               	2008	M08	       126.6	
PCU484---484---               	2008	M09	       125.3	
PCU484---484---               	2008	M10	       124.2	
PCU484---484---               	2008	M11	       121.4	
PCU484---484---               	2008	M12	       119.1	
PCU484---484---               	2008	M13	       123.0	
PCU484---484---               	2009	M01	       118.5	
PCU484---484---               	2009	M02	       117.7	
PCU484---484---               	2009	M03	       116.1	
PCU484---484---               	2009	M04	       116.5	
PCU484---484---               	2009	M05	       116.7	
PCU484---484---               	2009	M06	       117.1	
PCU484---484---               	2009	M07	       117.6	
PCU484---484---               	2009	M08	       117.5	
PCU484---484---               	2009	M09	       117.8	
PCU484---484---               	2009	M10	       117.4	
PCU484---484---               	2009	M11	       117.8	
PCU484---484---               	2009	M12	       117.2	
PCU484---484---               	2009	M13	       117.3	
PCU484---484---               	2010	M01	       117.3	
PCU484---484---               	2010	M02	       117.6	
PCU484---484---               	2010	M03	       118.5	
PCU484---484---               	2010	M04	       118.9	
PCU484---484---               	2010	M05	       119.5	
PCU484---484---               	2010	M06	       119.4	
PCU484---484---               	2010	M07	       119.3	
PCU484---484---               	2010	M08	       119.4	
PCU484---484---               	2010	M09	       119.6	
PCU484---484---               	2010	M10	       120.1	
PCU484---484---               	2010	M11	       121.3	
PCU484---484---               	2010	M12	       121.4	
PCU484---484---               	2010	M13	       119.4	
PCU484---484---               	2011	M01	       122.2	
PCU484---484---               	2011	M02	       123.7	
PCU484---484---               	2011	M03	       125.1	
PCU484---484---               	2011	M04	       126.6	
PCU484---484---               	2011	M05	       127.4	
PCU484---484---               	2011	M06	       126.9	
PCU484---484---               	2011	M07	       126.7	
PCU484---484---               	2011	M08	       126.7	
PCU484---484---               	2011	M09	       127.5	
PCU484---484---               	2011	M10	       127.5	
PCU484---484---               	2011	M11	       128.1	
PCU484---484---               	2011	M12	       128.2	
PCU484---484---               	2011	M13	       126.4	
PCU484---484---               	2012	M01	       128.7	
PCU484---484---               	2012	M02	       129.1	
PCU484---484---               	2012	M03	       130.5	
PCU484---484---               	2012	M04	       130.9	
PCU484---484---               	2012	M05	       130.8	
PCU484---484---               	2012	M06	       130.0	
PCU484---484---               	2012	M07	       130.0	
PCU484---484---               	2012	M08	       131.2	
PCU484---484---               	2012	M09	       132.1	
PCU484---484---               	2012	M10	       132.2	
PCU484---484---               	2012	M11	       132.1	
PCU484---484---               	2012	M12	       132.2	
PCU484---484---               	2012	M13	       130.8	
PCU484---484---               	2013	M01	       131.8	
PCU484---484---               	2013	M02	       132.4	
PCU484---484---               	2013	M03	       132.9	
PCU484---484---               	2013	M04	       132.2	
PCU484---484---               	2013	M05	       132.2	
PCU484---484---               	2013	M06	       132.8	
PCU484---484---               	2013	M07	       132.7	
PCU484---484---               	2013	M08	       132.9	
PCU484---484---               	2013	M09	       132.9	
PCU484---484---               	2013	M10	       133.0	
PCU484---484---               	2013	M11	       133.0	
PCU484---484---               	2013	M12	       133.3	
PCU484---484---               	2013	M13	       132.7	
PCU484---484---               	2014	M01	       133.5	
PCU484---484---               	2014	M02	       133.5	
PCU484---484---               	2014	M03	       134.0	
PCU484---484---               	2014	M04	       135.0	
PCU484---484---               	2014	M05	       135.7	
PCU484---484---               	2014	M06	       135.8	
PCU484---484---               	2014	M07	       135.8	
PCU484---484---               	2014	M08	       135.8	
PCU484---484---               	2014	M09	       135.3	
PCU484---484---               	2014	M10	       134.8	
PCU484---484---               	2014	M11	       134.7	
PCU484---484---               	2014	M12	       134.5	
PCU484---484---               	2014	M13	       134.9	
PCU484---484---               	2015	M01	       133.0	
PCU484---484---               	2015	M02	       132.1	
PCU484---484---               	2015	M03	       132.6	
PCU484---484---               	2015	M04	       132.3	
PCU484---484---               	2015	M05	       132.9	
PCU484---484---               	2015	M06	       133.0	
PCU484---484---               	2015	M07	       132.9	
PCU484---484---               	2015	M08	       132.2	
PCU484---484---               	2015	M09	       131.8	
PCU484---484---               	2015	M10	       131.4	
PCU484---484---               	2015	M11	       132.1	
PCU484---484---               	2015	M12	       131.7	
PCU484---484---               	2015	M13	       132.3	
PCU484---484---               	2016	M01	       131.8	
PCU484---484---               	2016	M02	       131.3	
PCU484---484---               	2016	M03	       131.0	
PCU484---484---               	2016	M04	       131.3	
PCU484---484---               	2016	M05	       131.3	
PCU484---484---               	2016	M06	       131.0	
PCU484---484---               	2016	M07	       131.3	
PCU484---484---               	2016	M08	       131.2	
PCU484---484---               	2016	M09	       130.9	
PCU484---484---               	2016	M10	       131.8	
PCU484---484---               	2016	M11	       132.0	
PCU484---484---               	2016	M12	       132.2	
PCU484---484---               	2016	M13	       131.4	
PCU484---484---               	2017	M01	       132.5	
PCU484---484---               	2017	M02	       132.8	
PCU484---484---               	2017	M03	       132.6	
PCU484---484---               	2017	M04	       132.8	
PCU484---484---               	2017	M05	       133.2	
PCU484---484---               	2017	M06	       133.3	
PCU484---484---               	2017	M07	       133.7	
PCU484---484---               	2017	M08	       134.8	
PCU484---484---               	2017	M09	       135.9	
PCU484---484---               	2017	M10	       135.8	
PCU484---484---               	2017	M11	       137.0	
PCU484---484---               	2017	M12	       137.9	
PCU484---484---               	2017	M13	       134.4	
PCU484---484---               	2018	M01	       138.7	
PCU484---484---               	2018	M02	       139.5	
PCU484---484---               	2018	M03	       139.6	
PCU484---484---               	2018	M04	       140.1	
PCU484---484---               	2018	M05	       141.5	
PCU484---484---               	2018	M06	       143.4	
PCU484---484---               	2018	M07	       144.3	
PCU484---484---               	2018	M08	       144.6	
PCU484---484---               	2018	M09	       145.5	
PCU484---484---               	2018	M10	       146.8	
PCU484---484---               	2018	M11	       146.9	
PCU484---484---               	2018	M12	       146.9	
PCU484---484---               	2018	M13	       143.2	
PCU484---484---               	2019	M01	       147.1	
PCU484---484---               	2019	M02	       146.6	
PCU484---484---               	2019	M03	       146.3	
PCU484---484---               	2019	M04	       145.8	
PCU484---484---               	2019	M05	       146.8	
PCU484---484---               	2019	M06	       147.1	
PCU484---484---               	2019	M07	       146.4	
PCU484---484---               	2019	M08	       146.3	
PCU484---484---               	2019	M09	       146.0	
PCU484---484---               	2019	M10	       146.2	
PCU484---484---               	2019	M11	       147.7	
PCU484---484---               	2019	M12	       147.5	
PCU484---484---               	2019	M13	       146.6	
PCU484---484---               	2020	M01	       146.9	
PCU484---484---               	2020	M02	       146.7	
PCU484---484---               	2020	M03	       145.7	
PCU484---484---               	2020	M04	       143.7	
PCU484---484---               	2020	M05	       140.6	
PCU484---484---               	2020	M06	       142.1	
PCU484---484---               	2020	M07	       145.0	
PCU484---484---               	2020	M08	       145.4	
PCU484---484---               	2020	M09	       146.0	
PCU484---484---               	2020	M10	       148.4	
PCU484---484---               	2020	M11	       150.0	
PCU484---484---               	2020	M12	       151.0	
PCU484---484---               	2020	M13	       146.0	
PCU484---484---               	2021	M01	       151.8	
PCU484---484---               	2021	M02	       154.5	
PCU484---484---               	2021	M03	       157.4	
PCU484---484---               	2021	M04	       159.9	
PCU484---484---               	2021	M05	       162.6	
PCU484---484---               	2021	M06	       163.4	
PCU484---484---               	2021	M07	     163.969	
PCU484---484---               	2021	M08	     166.080	
PCU484---484---               	2021	M09	     168.530	
PCU484---484---               	2021	M10	     171.823	
PCU484---484---               	2021	M11	     177.063	
PCU484---484---               	2021	M12	     179.575	
PCU484---484---               	2021	M13	     164.723	
PCU484---484---               	2022	M01	     185.887	
PCU484---484---               	2022	M02	     190.459	
PCU484---484---               	2022	M03	     198.150	
PCU484---484---               	2022	M04	     200.798	
PCU484---484---               	2022	M05	     203.759	
PCU484---484---               	2022	M06	     202.669	
PCU484---484---               	2022	M07	     202.126	
PCU484---484---               	2022	M08	     198.870	
PCU484---484---               	2022	M09	     197.733	
PCU484---484---               	2022	M10	     196.905	
PCU484---484---               	2022	M11	     197.510	
PCU484---484---               	2022	M12	     196.307	
PCU484---484---               	2022	M13	     197.598	
PCU484---484---               	2023	M01	     191.078	
PCU484---484---               	2023	M02	     193.339	
PCU484---484---               	2023	M03	     194.625	
PCU484---484---               	2023	M04	     185.833	
PCU484---484---               	2023	M05	     189.015	
PCU484---484---               	2023	M06	     187.623	
PCU484---484---               	2023	M07	     182.644	
PCU484---484---               	2023	M08	     181.217	
PCU484---484---               	2023	M09	     185.925	
PCU484---484---               	2023	M10	     186.910	
PCU484---484---               	2023	M11	     187.062	
PCU484---484---               	2023	M12	     183.079	
PCU484---484---               	2023	M13	     187.363	
PCU484---484---               	2024	M01	     184.262	
PCU484---484---               	2024	M02	     184.650	
PCU484---484---               	2024	M03	     182.824	
PCU484---484---               	2024	M04	     183.711	
PCU484---484---               	2024	M05	     187.023	
PCU484---484---               	2024	M06	     186.970	
PCU484---484---               	2024	M07	     191.387	
PCU484---484---               	2024	M08	     185.349	
PCU484---484---               	2024	M09	     182.892	P
PCU484---484---               	2024	M10	     180.186	P
PCU484---484---               	2024	M11	     177.412	P
PCU484---484---               	2024	M12	     177.928	P
PCU484---484---               	2024	M13	     183.716	P
PCU4841--4841--               	2003	M12	       100.0	
PCU4841--4841--               	2004	M01	       100.5	
PCU4841--4841--               	2004	M02	       101.3	
PCU4841--4841--               	2004	M03	       101.5	
PCU4841--4841--               	2004	M04	       101.8	
PCU4841--4841--               	2004	M05	       102.4	
PCU4841--4841--               	2004	M06	       103.2	
PCU4841--4841--               	2004	M07	       103.8	
PCU4841--4841--               	2004	M08	       104.2	
PCU4841--4841--               	2004	M09	       105.1	
PCU4841--4841--               	2004	M10	       105.9	
PCU4841--4841--               	2004	M11	       106.6	
PCU4841--4841--               	2004	M12	       106.3	
PCU4841--4841--               	2004	M13	       103.5	
PCU4841--4841--               	2005	M01	       106.8	
PCU4841--4841--               	2005	M02	       107.0	
PCU4841--4841--               	2005	M03	       108.0	
PCU4841--4841--               	2005	M04	       108.7	
PCU4841--4841--               	2005	M05	       109.2	
PCU4841--4841--               	2005	M06	       109.7	
PCU4841--4841--               	2005	M07	       110.3	
PCU4841--4841--               	2005	M08	       110.4	
PCU4841--4841--               	2005	M09	       111.8	
PCU4841--4841--               	2005	M10	       113.0	
PCU4841--4841--               	2005	M11	       112.8	
PCU4841--4841--               	2005	M12	       111.9	
PCU4841--4841--               	2005	M13	       110.0	
PCU4841--4841--               	2006	M01	       111.8	
PCU4841--4841--               	2006	M02	       111.7	
PCU4841--4841--               	2006	M03	       112.3	
PCU4841--4841--               	2006	M04	       113.0	
PCU4841--4841--               	2006	M05	       114.6	
PCU4841--4841--               	2006	M06	       114.9	
PCU4841--4841--               	2006	M07	       115.1	
PCU4841--4841--               	2006	M08	       115.8	
PCU4841--4841--               	2006	M09	       115.8	
PCU4841--4841--               	2006	M10	       114.8	
PCU4841--4841--               	2006	M11	       114.5	
PCU4841--4841--               	2006	M12	       114.5	
PCU4841--4841--               	2006	M13	       114.1	
PCU4841--4841--               	2007	M01	       114.7	
PCU4841--4841--               	2007	M02	       114.2	
PCU4841--4841--               	2007	M03	       114.9	
PCU4841--4841--               	2007	M04	       116.2	
PCU4841--4841--               	2007	M05	       116.7	
PCU4841--4841--               	2007	M06	       116.7	
PCU4841--4841--               	2007	M07	       116.6	
PCU4841--4841--               	2007	M08	       116.6	
PCU4841--4841--               	2007	M09	       116.6	
PCU4841--4841--               	2007	M10	       117.2	
PCU4841--4841--               	2007	M11	       118.4	
PCU4841--4841--               	2007	M12	       119.3	
PCU4841--4841--               	2007	M13	       116.5	
PCU4841--4841--               	2008	M01	       119.5	
PCU4841--4841--               	2008	M02	       119.7	
PCU4841--4841--               	2008	M03	       121.4	
PCU4841--4841--               	2008	M04	       122.9	
PCU4841--4841--               	2008	M05	       125.4	
PCU4841--4841--               	2008	M06	       127.7	
PCU4841--4841--               	2008	M07	       128.2	
PCU4841--4841--               	2008	M08	       127.6	
PCU4841--4841--               	2008	M09	       125.8	
PCU4841--4841--               	2008	M10	       124.6	
PCU4841--4841--               	2008	M11	       121.5	
PCU4841--4841--               	2008	M12	       118.9	
PCU4841--4841--               	2008	M13	       123.6	
PCU4841--4841--               	2009	M01	       118.6	
PCU4841--4841--               	2009	M02	       118.1	
PCU4841--4841--               	2009	M03	       116.7	
PCU4841--4841--               	2009	M04	       116.3	
PCU4841--4841--               	2009	M05	       116.7	
PCU4841--4841--               	2009	M06	       117.0	
PCU4841--4841--               	2009	M07	       117.8	
PCU4841--4841--               	2009	M08	       117.7	
PCU4841--4841--               	2009	M09	       117.9	
PCU4841--4841--               	2009	M10	       117.5	
PCU4841--4841--               	2009	M11	       118.1	
PCU4841--4841--               	2009	M12	       117.2	
PCU4841--4841--               	2009	M13	       117.5	
PCU4841--4841--               	2010	M01	       116.7	
PCU4841--4841--               	2010	M02	       117.2	
PCU4841--4841--               	2010	M03	       118.3	
PCU4841--4841--               	2010	M04	       118.7	
PCU4841--4841--               	2010	M05	       119.3	
PCU4841--4841--               	2010	M06	       119.3	
PCU4841--4841--               	2010	M07	       119.3	
PCU4841--4841--               	2010	M08	       119.4	
PCU4841--4841--               	2010	M09	       119.5	
PCU4841--4841--               	2010	M10	       120.1	
PCU4841--4841--               	2010	M11	       121.8	
PCU4841--4841--               	2010	M12	       121.9	
PCU4841--4841--               	2010	M13	       119.3	
PCU4841--4841--               	2011	M01	       122.6	
PCU4841--4841--               	2011	M02	       124.0	
PCU4841--4841--               	2011	M03	       125.1	
PCU4841--4841--               	2011	M04	       126.8	
PCU4841--4841--               	2011	M05	       127.7	
PCU4841--4841--               	2011	M06	       127.1	
PCU4841--4841--               	2011	M07	       127.0	
PCU4841--4841--               	2011	M08	       127.2	
PCU4841--4841--               	2011	M09	       128.1	
PCU4841--4841--               	2011	M10	       128.3	
PCU4841--4841--               	2011	M11	       129.0	
PCU4841--4841--               	2011	M12	       129.1	
PCU4841--4841--               	2011	M13	       126.8	
PCU4841--4841--               	2012	M01	       129.9	
PCU4841--4841--               	2012	M02	       130.3	
PCU4841--4841--               	2012	M03	       132.0	
PCU4841--4841--               	2012	M04	       132.4	
PCU4841--4841--               	2012	M05	       132.3	
PCU4841--4841--               	2012	M06	       131.4	
PCU4841--4841--               	2012	M07	       131.6	
PCU4841--4841--               	2012	M08	       132.9	
PCU4841--4841--               	2012	M09	       133.9	
PCU4841--4841--               	2012	M10	       133.8	
PCU4841--4841--               	2012	M11	       134.1	
PCU4841--4841--               	2012	M12	       134.3	
PCU4841--4841--               	2012	M13	       132.4	
PCU4841--4841--               	2013	M01	       133.7	
PCU4841--4841--               	2013	M02	       134.2	
PCU4841--4841--               	2013	M03	       135.0	
PCU4841--4841--               	2013	M04	       134.2	
PCU4841--4841--               	2013	M05	       134.1	
PCU4841--4841--               	2013	M06	       134.8	
PCU4841--4841--               	2013	M07	       134.7	
PCU4841--4841--               	2013	M08	       135.0	
PCU4841--4841--               	2013	M09	       134.8	
PCU4841--4841--               	2013	M10	       135.0	
PCU4841--4841--               	2013	M11	       135.1	
PCU4841--4841--               	2013	M12	       135.5	
PCU4841--4841--               	2013	M13	       134.7	
PCU4841--4841--               	2014	M01	       135.6	
PCU4841--4841--               	2014	M02	       135.7	
PCU4841--4841--               	2014	M03	       136.3	
PCU4841--4841--               	2014	M04	       137.7	
PCU4841--4841--               	2014	M05	       138.4	
PCU4841--4841--               	2014	M06	       138.6	
PCU4841--4841--               	2014	M07	       138.7	
PCU4841--4841--               	2014	M08	       138.8	
PCU4841--4841--               	2014	M09	       138.1	
PCU4841--4841--               	2014	M10	       137.5	
PCU4841--4841--               	2014	M11	       137.5	
PCU4841--4841--               	2014	M12	       137.4	
PCU4841--4841--               	2014	M13	       137.5	
PCU4841--4841--               	2015	M01	       135.7	
PCU4841--4841--               	2015	M02	       134.7	
PCU4841--4841--               	2015	M03	       135.1	
PCU4841--4841--               	2015	M04	       134.7	
PCU4841--4841--               	2015	M05	       135.4	
PCU4841--4841--               	2015	M06	       135.5	
PCU4841--4841--               	2015	M07	       135.3	
PCU4841--4841--               	2015	M08	       134.6	
PCU4841--4841--               	2015	M09	       134.4	
PCU4841--4841--               	2015	M10	       133.9	
PCU4841--4841--               	2015	M11	       135.0	
PCU4841--4841--               	2015	M12	       134.5	
PCU4841--4841--               	2015	M13	       134.9	
PCU4841--4841--               	2016	M01	       134.6	
PCU4841--4841--               	2016	M02	       134.1	
PCU4841--4841--               	2016	M03	       133.7	
PCU4841--4841--               	2016	M04	       134.1	
PCU4841--4841--               	2016	M05	       133.6	
PCU4841--4841--               	2016	M06	       132.8	
PCU4841--4841--               	2016	M07	       133.2	
PCU4841--4841--               	2016	M08	       133.3	
PCU4841--4841--               	2016	M09	       133.1	
PCU4841--4841--               	2016	M10	       134.4	
PCU4841--4841--               	2016	M11	       134.7	
PCU4841--4841--               	2016	M12	       135.1	
PCU4841--4841--               	2016	M13	       133.9	
PCU4841--4841--               	2017	M01	       135.4	
PCU4841--4841--               	2017	M02	       135.7	
PCU4841--4841--               	2017	M03	       135.4	
PCU4841--4841--               	2017	M04	       135.5	
PCU4841--4841--               	2017	M05	       135.8	
PCU4841--4841--               	2017	M06	       135.8	
PCU4841--4841--               	2017	M07	       136.3	
PCU4841--4841--               	2017	M08	       137.7	
PCU4841--4841--               	2017	M09	       138.9	
PCU4841--4841--               	2017	M10	       139.0	
PCU4841--4841--               	2017	M11	       140.5	
PCU4841--4841--               	2017	M12	       141.7	
PCU4841--4841--               	2017	M13	       137.3	
PCU4841--4841--               	2018	M01	       142.7	
PCU4841--4841--               	2018	M02	       143.5	
PCU4841--4841--               	2018	M03	       143.6	
PCU4841--4841--               	2018	M04	       143.9	
PCU4841--4841--               	2018	M05	       145.6	
PCU4841--4841--               	2018	M06	       148.3	
PCU4841--4841--               	2018	M07	       149.4	
PCU4841--4841--               	2018	M08	       149.8	
PCU4841--4841--               	2018	M09	       150.7	
PCU4841--4841--               	2018	M10	       152.3	
PCU4841--4841--               	2018	M11	       152.5	
PCU4841--4841--               	2018	M12	       152.3	
PCU4841--4841--               	2018	M13	       147.9	
PCU4841--4841--               	2019	M01	       152.8	
PCU4841--4841--               	2019	M02	       152.2	
PCU4841--4841--               	2019	M03	       151.6	
PCU4841--4841--               	2019	M04	       150.4	
PCU4841--4841--               	2019	M05	       151.7	
PCU4841--4841--               	2019	M06	       152.1	
PCU4841--4841--               	2019	M07	       151.0	
PCU4841--4841--               	2019	M08	       151.0	
PCU4841--4841--               	2019	M09	       150.8	
PCU4841--4841--               	2019	M10	       151.1	
PCU4841--4841--               	2019	M11	       153.4	
PCU4841--4841--               	2019	M12	       153.1	
PCU4841--4841--               	2019	M13	       151.8	
PCU4841--4841--               	2020	M01	       152.2	
PCU4841--4841--               	2020	M02	       151.6	
PCU4841--4841--               	2020	M03	       150.3	
PCU4841--4841--               	2020	M04	       148.4	
PCU4841--4841--               	2020	M05	       144.2	
PCU4841--4841--               	2020	M06	       146.1	
PCU4841--4841--               	2020	M07	       150.3	
PCU4841--4841--               	2020	M08	       150.8	
PCU4841--4841--               	2020	M09	       151.9	
PCU4841--4841--               	2020	M10	       155.4	
PCU4841--4841--               	2020	M11	       157.6	
PCU4841--4841--               	2020	M12	       158.7	
PCU4841--4841--               	2020	M13	       151.5	
PCU4841--4841--               	2021	M01	       159.5	
PCU4841--4841--               	2021	M02	       163.1	
PCU4841--4841--               	2021	M03	       166.6	
PCU4841--4841--               	2021	M04	       169.7	
PCU4841--4841--               	2021	M05	       172.9	
PCU4841--4841--               	2021	M06	       172.8	
PCU4841--4841--               	2021	M07	     172.697	
PCU4841--4841--               	2021	M08	     175.475	
PCU4841--4841--               	2021	M09	     178.904	
PCU4841--4841--               	2021	M10	     182.934	
PCU4841--4841--               	2021	M11	     190.003	
PCU4841--4841--               	2021	M12	     193.130	
PCU4841--4841--               	2021	M13	     174.825	
PCU4841--4841--               	2022	M01	     200.980	
PCU4841--4841--               	2022	M02	     206.726	
PCU4841--4841--               	2022	M03	     215.203	
PCU4841--4841--               	2022	M04	     215.563	
PCU4841--4841--               	2022	M05	     218.305	
PCU4841--4841--               	2022	M06	     215.555	
PCU4841--4841--               	2022	M07	     214.367	
PCU4841--4841--               	2022	M08	     210.286	
PCU4841--4841--               	2022	M09	     208.971	
PCU4841--4841--               	2022	M10	     207.814	
PCU4841--4841--               	2022	M11	     207.989	
PCU4841--4841--               	2022	M12	     207.137	
PCU4841--4841--               	2022	M13	     210.741	
PCU4841--4841--               	2023	M01	     200.060	
PCU4841--4841--               	2023	M02	     203.435	
PCU4841--4841--               	2023	M03	     205.733	
PCU4841--4841--               	2023	M04	     194.324	
PCU4841--4841--               	2023	M05	     198.410	
PCU4841--4841--               	2023	M06	     196.569	
PCU4841--4841--               	2023	M07	     189.693	
PCU4841--4841--               	2023	M08	     187.135	
PCU4841--4841--               	2023	M09	     193.759	
PCU4841--4841--               	2023	M10	     195.385	
PCU4841--4841--               	2023	M11	     196.274	
PCU4841--4841--               	2023	M12	     191.045	
PCU4841--4841--               	2023	M13	     195.985	
PCU4841--4841--               	2024	M01	     192.937	
PCU4841--4841--               	2024	M02	     193.341	
PCU4841--4841--               	2024	M03	     190.609	
PCU4841--4841--               	2024	M04	     191.477	
PCU4841--4841--               	2024	M05	     195.989	
PCU4841--4841--               	2024	M06	     196.005	
PCU4841--4841--               	2024	M07	     201.788	
PCU4841--4841--               	2024	M08	     193.460	
PCU4841--4841--               	2024	M09	     190.138	P
PCU4841--4841--               	2024	M10	     186.401	P
PCU4841--4841--               	2024	M11	     182.704	P
PCU4841--4841--               	2024	M12	     183.578	P
PCU4841--4841--               	2024	M13	     191.536	P
PCU48411-48411-               	2003	M12	       100.0	
PCU48411-48411-               	2004	M01	       100.5	
PCU48411-48411-               	2004	M02	       101.8	
PCU48411-48411-               	2004	M03	       101.9	
PCU48411-48411-               	2004	M04	       103.5	
PCU48411-48411-               	2004	M05	       104.5	
PCU48411-48411-               	2004	M06	       105.2	
PCU48411-48411-               	2004	M07	       106.5	
PCU48411-48411-               	2004	M08	       106.6	
PCU48411-48411-               	2004	M09	       107.1	
PCU48411-48411-               	2004	M10	       107.8	
PCU48411-48411-               	2004	M11	       108.0	
PCU48411-48411-               	2004	M12	       108.7	
PCU48411-48411-               	2004	M13	       105.2	
PCU48411-48411-               	2005	M01	       109.4	
PCU48411-48411-               	2005	M02	       109.1	
PCU48411-48411-               	2005	M03	       111.0	
PCU48411-48411-               	2005	M04	       111.7	
PCU48411-48411-               	2005	M05	       110.5	
PCU48411-48411-               	2005	M06	       111.2	
PCU48411-48411-               	2005	M07	       112.1	
PCU48411-48411-               	2005	M08	       112.0	
PCU48411-48411-               	2005	M09	       113.6	
PCU48411-48411-               	2005	M10	       113.7	
PCU48411-48411-               	2005	M11	       111.8	
PCU48411-48411-               	2005	M12	       112.1	
PCU48411-48411-               	2005	M13	       111.5	
PCU48411-48411-               	2006	M01	       112.3	
PCU48411-48411-               	2006	M02	       112.0	
PCU48411-48411-               	2006	M03	       113.7	
PCU48411-48411-               	2006	M04	       114.3	
PCU48411-48411-               	2006	M05	       115.3	
PCU48411-48411-               	2006	M06	       116.0	
PCU48411-48411-               	2006	M07	       116.5	
PCU48411-48411-               	2006	M08	       117.4	
PCU48411-48411-               	2006	M09	       117.4	
PCU48411-48411-               	2006	M10	       116.5	
PCU48411-48411-               	2006	M11	       116.1	
PCU48411-48411-               	2006	M12	       116.4	
PCU48411-48411-               	2006	M13	       115.3	
PCU48411-48411-               	2007	M01	       116.3	
PCU48411-48411-               	2007	M02	       116.3	
PCU48411-48411-               	2007	M03	       118.1	
PCU48411-48411-               	2007	M04	       118.9	
PCU48411-48411-               	2007	M05	       119.9	
PCU48411-48411-               	2007	M06	       120.4	
PCU48411-48411-               	2007	M07	       120.4	
PCU48411-48411-               	2007	M08	       120.4	
PCU48411-48411-               	2007	M09	       119.4	
PCU48411-48411-               	2007	M10	       120.1	
PCU48411-48411-               	2007	M11	       121.0	
PCU48411-48411-               	2007	M12	       123.6	
PCU48411-48411-               	2007	M13	       119.6	
PCU48411-48411-               	2008	M01	       124.5	
PCU48411-48411-               	2008	M02	       124.4	
PCU48411-48411-               	2008	M03	       127.5	
PCU48411-48411-               	2008	M04	       128.8	
PCU48411-48411-               	2008	M05	       132.6	
PCU48411-48411-               	2008	M06	       134.2	
PCU48411-48411-               	2008	M07	       135.6	
PCU48411-48411-               	2008	M08	       134.0	
PCU48411-48411-               	2008	M09	       133.1	
PCU48411-48411-               	2008	M10	       131.4	
PCU48411-48411-               	2008	M11	       129.5	
PCU48411-48411-               	2008	M12	       127.2	
PCU48411-48411-               	2008	M13	       130.2	
PCU48411-48411-               	2009	M01	       124.7	
PCU48411-48411-               	2009	M02	       124.5	
PCU48411-48411-               	2009	M03	       123.7	
PCU48411-48411-               	2009	M04	       123.8	
PCU48411-48411-               	2009	M05	       125.5	
PCU48411-48411-               	2009	M06	       127.0	
PCU48411-48411-               	2009	M07	       126.5	
PCU48411-48411-               	2009	M08	       126.7	
PCU48411-48411-               	2009	M09	       126.7	
PCU48411-48411-               	2009	M10	       127.5	
PCU48411-48411-               	2009	M11	       128.0	
PCU48411-48411-               	2009	M12	       127.7	
PCU48411-48411-               	2009	M13	       126.0	
PCU48411-48411-               	2010	M01	       127.3	
PCU48411-48411-               	2010	M02	       127.6	
PCU48411-48411-               	2010	M03	       127.3	
PCU48411-48411-               	2010	M04	       127.3	
